Revisi:,,,,,,,,,,,
Atribut:,,,,,,,,,,,
Alamat,Variabel,Ket. Lojik nol,Ket. Lojik Satu,Arsip,Arsip Aktif,Alarm,Alarm Aktif,Kelompok,Stasiun,,
2048,YK-L32-X20-RS,Route Stick dari L32 ke X20 Bebas,Route Stick dari L32 ke X20 Terbentuk,1,1,,,rute,YK,96,15
2049,YK-L32-X20-S-REQ,Permintaan Rute Langsir dari L32 ke X20 tidak Aktif,Permintaan Rute Langsir dari L32 ke X20 Aktif,1,1,,,rute,YK,97,0
2050,YK-J10-ECRF,ECR Sinyal J10 Normal,Gangguan ECR Sinyal J10,1,1,1,0>1,sinyal,YK,97,1
2051,YK-J10-EKR-DI,Intensitas Cahaya (EKR) Sinyal J10 Berkurang,Intensitas Cahaya (EKR) Sinyal J10 Normal,1,1,,,sinyal,YK,97,2
2052,YK-J10-EK-TE,EKR Sinyal J10 Normal,Gangguan EKR Sinyal J10,1,1,1,0>1,sinyal,YK,97,3
2053,YK-J10-SECRF,SECR Sinyal J10 Normal,Gangguan SECR Sinyal J10,1,1,1,0>1,sinyal,YK,97,4
2054,YK-J10-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal J10 tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal J10 Aktif,1,1,,,perintah,YK,97,5
2055,YK-J10-E-CTRL,Kombinasi Tombol TSD dan J10 tidak Aktif,Kombinasi Tombol TSD dan J10 Aktif,1,1,,,perintah,YK,97,6
2056,YK-J10-F-CTRL,Kombinasi Tombol TUR Sinyal J10 tidak Aktif,Kombinasi Tombol TUR Sinyal J10 Aktif,1,1,,,perintah,YK,97,7
2057,YK-J10-F-RS,Route Stick TUR dari Sinyal J10 tidak Aktif,Route Stick TUR dari Sinyal J10 Aktif,1,1,,,Sinyal,YK,97,8
2058,YK-J20-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal J20 tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal J20 Aktif,1,1,,,perintah,YK,97,9
2059,YK-J20-E-CTRL,Kombinasi Tombol TSD dan J20 tidak Aktif,Kombinasi Tombol TSD dan J20 Aktif,1,1,,,perintah,YK,97,10
2060,YK-J14-ECRF,ECR Sinyal J14 Normal,Gangguan ECR Sinyal J14,1,1,1,0>1,sinyal,YK,97,11
2061,YK-J14-EKR-DI,Intensitas Cahaya (EKR) Sinyal J14 Berkurang,Intensitas Cahaya (EKR) Sinyal J14 Normal,1,1,,,sinyal,YK,97,12
2062,YK-J14-EK-TE,EKR Sinyal J14 Normal,Gangguan EKR Sinyal J14,1,1,1,0>1,sinyal,YK,97,13
2063,YK-J14-SECRF,SECR Sinyal J14 Normal,Gangguan SECR Sinyal J14,1,1,1,0>1,sinyal,YK,97,14
2064,YK-J14-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal J14 tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal J14 Aktif,1,1,,,perintah,YK,97,15
2065,YK-J14-E-CTRL,Kombinasi Tombol TSD dan J14 tidak Aktif,Kombinasi Tombol TSD dan J14 Aktif,1,1,,,perintah,YK,98,0
2066,YK-J14-F-CTRL,Kombinasi Tombol TUR Sinyal J14 tidak Aktif,Kombinasi Tombol TUR Sinyal J14 Aktif,1,1,,,perintah,YK,98,1
2067,YK-J14-F-RS,Route Stick TUR dari Sinyal J14 tidak Aktif,Route Stick TUR dari Sinyal J14 Aktif,1,1,,,Sinyal,YK,98,2
2068,YK-J54-ECRF,ECR Sinyal J54 Normal,Gangguan ECR Sinyal J54,1,1,1,0>1,sinyal,YK,98,3
2069,YK-J54-EKR-DI,Intensitas Cahaya (EKR) Sinyal J54 Berkurang,Intensitas Cahaya (EKR) Sinyal J54 Normal,1,1,,,sinyal,YK,98,4
2070,YK-J54-EK-TE,EKR Sinyal J54 Normal,Gangguan EKR Sinyal J54,1,1,1,0>1,sinyal,YK,98,5
2071,YK-J54-SECRF,SECR Sinyal J54 Normal,Gangguan SECR Sinyal J54,1,1,1,0>1,sinyal,YK,98,6
2072,YK-J54-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal J54 tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal J54 Aktif,1,1,,,perintah,YK,98,7
2073,YK-J54-E-CTRL,Kombinasi Tombol TSD dan J54 tidak Aktif,Kombinasi Tombol TSD dan J54 Aktif,1,1,,,perintah,YK,98,8
2074,YK-JL12B-ECRF,ECR Sinyal JL12B Normal,Gangguan ECR Sinyal JL12B,1,1,1,0>1,sinyal,YK,98,9
2075,YK-JL12B-EKR-DI,Intensitas Cahaya (EKR) Sinyal JL12B Berkurang,Intensitas Cahaya (EKR) Sinyal JL12B Normal,1,1,,,sinyal,YK,98,10
2076,YK-JL12B-EK-TE,EKR Sinyal JL12B Normal,Gangguan EKR Sinyal JL12B,1,1,1,0>1,sinyal,YK,98,11
2077,YK-JL12B-SECRF,SECR Sinyal JL12B Normal,Gangguan SECR Sinyal JL12B,1,1,1,0>1,sinyal,YK,98,12
2078,YK-JL12B-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal JL12B tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal JL12B Aktif,1,1,,,perintah,YK,98,13
2079,YK-JL12B-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL12B tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL12B Aktif,1,1,,,perintah,YK,98,14
2080,YK-JL12B-E-CTRL,Kombinasi Tombol TSD dan JL12B tidak Aktif,Kombinasi Tombol TSD dan JL12B Aktif,1,1,,,perintah,YK,98,15
2081,YK-JL22B-ECRF,ECR Sinyal JL22B Normal,Gangguan ECR Sinyal JL22B,1,1,1,0>1,sinyal,YK,99,0
2082,YK-JL22B-EKR-DI,Intensitas Cahaya (EKR) Sinyal JL22B Berkurang,Intensitas Cahaya (EKR) Sinyal JL22B Normal,1,1,,,sinyal,YK,99,1
2083,YK-JL22B-EK-TE,EKR Sinyal JL22B Normal,Gangguan EKR Sinyal JL22B,1,1,1,0>1,sinyal,YK,99,2
2084,YK-JL22B-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal JL22B tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal JL22B Aktif,1,1,,,perintah,YK,99,3
2085,YK-JL22B-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL22B tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL22B Aktif,1,1,,,perintah,YK,99,4
2086,YK-JL22B-E-CTRL,Kombinasi Tombol TSD dan JL22B tidak Aktif,Kombinasi Tombol TSD dan JL22B Aktif,1,1,,,perintah,YK,99,5
2087,YK-JL42B-ECRF,ECR Sinyal JL42B Normal,Gangguan ECR Sinyal JL42B,1,1,1,0>1,sinyal,YK,99,6
2088,YK-JL42B-EKR-DI,Intensitas Cahaya (EKR) Sinyal JL42B Berkurang,Intensitas Cahaya (EKR) Sinyal JL42B Normal,1,1,,,sinyal,YK,99,7
2089,YK-JL42B-EK-TE,EKR Sinyal JL42B Normal,Gangguan EKR Sinyal JL42B,1,1,1,0>1,sinyal,YK,99,8
2090,YK-JL42B-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal JL42B tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal JL42B Aktif,1,1,,,perintah,YK,99,9
2091,YK-JL42B-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL42B tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL42B Aktif,1,1,,,perintah,YK,99,10
2092,YK-JL42B-E-CTRL,Kombinasi Tombol TSD dan JL42B tidak Aktif,Kombinasi Tombol TSD dan JL42B Aktif,1,1,,,perintah,YK,99,11
2093,YK-JL52B-ECRF,ECR Sinyal JL52B Normal,Gangguan ECR Sinyal JL52B,1,1,1,0>1,sinyal,YK,99,12
2094,YK-JL52B-EKR-DI,Intensitas Cahaya (EKR) Sinyal JL52B Berkurang,Intensitas Cahaya (EKR) Sinyal JL52B Normal,1,1,,,sinyal,YK,99,13
2095,YK-JL52B-EK-TE,EKR Sinyal JL52B Normal,Gangguan EKR Sinyal JL52B,1,1,1,0>1,sinyal,YK,99,14
2096,YK-JL52B-SECRF,SECR Sinyal JL52B Normal,Gangguan SECR Sinyal JL52B,1,1,1,0>1,sinyal,YK,99,15
2097,YK-JL52B-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal JL52B tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal JL52B Aktif,1,1,,,perintah,YK,100,0
2098,YK-JL52B-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL52B tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL52B Aktif,1,1,,,perintah,YK,100,1
2099,YK-JL52B-E-CTRL,Kombinasi Tombol TSD dan JL52B tidak Aktif,Kombinasi Tombol TSD dan JL52B Aktif,1,1,,,perintah,YK,100,2
2100,YK-JL52B-F-CTRL,Kombinasi Tombol TUR Sinyal JL52B tidak Aktif,Kombinasi Tombol TUR Sinyal JL52B Aktif,1,1,,,perintah,YK,100,3
2101,YK-JL52B-F-RS,Route Stick TUR dari Sinyal JL52B tidak Aktif,Route Stick TUR dari Sinyal JL52B Aktif,1,1,,,Sinyal,YK,100,4
2102,YK-JL62B-ECRF,ECR Sinyal JL62B Normal,Gangguan ECR Sinyal JL62B,1,1,1,0>1,sinyal,YK,100,5
2103,YK-JL62B-EKR-DI,Intensitas Cahaya (EKR) Sinyal JL62B Berkurang,Intensitas Cahaya (EKR) Sinyal JL62B Normal,1,1,,,sinyal,YK,100,6
2104,YK-JL62B-EK-TE,EKR Sinyal JL62B Normal,Gangguan EKR Sinyal JL62B,1,1,1,0>1,sinyal,YK,100,7
2105,YK-JL62B-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal JL62B tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal JL62B Aktif,1,1,,,perintah,YK,100,8
2106,YK-JL62B-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL62B tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL62B Aktif,1,1,,,perintah,YK,100,9
2107,YK-JL62B-E-CTRL,Kombinasi Tombol TSD dan JL62B tidak Aktif,Kombinasi Tombol TSD dan JL62B Aktif,1,1,,,perintah,YK,100,10
2108,YK-JL72B-ECRF,ECR Sinyal JL72B Normal,Gangguan ECR Sinyal JL72B,1,1,1,0>1,sinyal,YK,100,11
2109,YK-JL72B-EKR-DI,Intensitas Cahaya (EKR) Sinyal JL72B Berkurang,Intensitas Cahaya (EKR) Sinyal JL72B Normal,1,1,,,sinyal,YK,100,12
2110,YK-JL72B-EK-TE,EKR Sinyal JL72B Normal,Gangguan EKR Sinyal JL72B,1,1,1,0>1,sinyal,YK,100,13
2111,YK-JL72B-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal JL72B tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal JL72B Aktif,1,1,,,perintah,YK,100,14
2112,YK-JL72B-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL72B tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL72B Aktif,1,1,,,perintah,YK,100,15
2113,YK-JL72B-E-CTRL,Kombinasi Tombol TSD dan JL72B tidak Aktif,Kombinasi Tombol TSD dan JL72B Aktif,1,1,,,perintah,YK,101,0
2114,YK-JL82B-ECRF,ECR Sinyal JL82B Normal,Gangguan ECR Sinyal JL82B,1,1,1,0>1,sinyal,YK,101,1
2115,YK-JL82B-EKR-DI,Intensitas Cahaya (EKR) Sinyal JL82B Berkurang,Intensitas Cahaya (EKR) Sinyal JL82B Normal,1,1,,,sinyal,YK,101,2
2116,YK-JL82B-EK-TE,EKR Sinyal JL82B Normal,Gangguan EKR Sinyal JL82B,1,1,1,0>1,sinyal,YK,101,3
2117,YK-JL82B-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal JL82B tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal JL82B Aktif,1,1,,,perintah,YK,101,4
2118,YK-JL82B-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL82B tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL82B Aktif,1,1,,,perintah,YK,101,5
2119,YK-JL82B-E-CTRL,Kombinasi Tombol TSD dan JL82B tidak Aktif,Kombinasi Tombol TSD dan JL82B Aktif,1,1,,,perintah,YK,101,6
2120,YK-JL92B-ECRF,ECR Sinyal JL92B Normal,Gangguan ECR Sinyal JL92B,1,1,1,0>1,sinyal,YK,101,7
2121,YK-JL92B-EKR-DI,Intensitas Cahaya (EKR) Sinyal JL92B Berkurang,Intensitas Cahaya (EKR) Sinyal JL92B Normal,1,1,,,sinyal,YK,101,8
2122,YK-JL92B-EK-TE,EKR Sinyal JL92B Normal,Gangguan EKR Sinyal JL92B,1,1,1,0>1,sinyal,YK,101,9
2123,YK-JL92B-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal JL92B tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal JL92B Aktif,1,1,,,perintah,YK,101,10
2124,YK-JL92B-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL92B tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL92B Aktif,1,1,,,perintah,YK,101,11
2125,YK-JL92B-E-CTRL,Kombinasi Tombol TSD dan JL92B tidak Aktif,Kombinasi Tombol TSD dan JL92B Aktif,1,1,,,perintah,YK,101,12
2126,YK-JL12A-ECRF,ECR Sinyal JL12A Normal,Gangguan ECR Sinyal JL12A,1,1,1,0>1,sinyal,YK,101,13
2127,YK-JL12A-EKR-DI,Intensitas Cahaya (EKR) Sinyal JL12A Berkurang,Intensitas Cahaya (EKR) Sinyal JL12A Normal,1,1,,,sinyal,YK,101,14
2128,YK-JL12A-EK-TE,EKR Sinyal JL12A Normal,Gangguan EKR Sinyal JL12A,1,1,1,0>1,sinyal,YK,101,15
2129,YK-JL12A-CFEK-DI,Intensitas Cahaya (EKR) Aspek Contra Flow Sinyal JL12A Berkurang,Intensitas Cahaya (EKR) Aspek Contra Flow Sinyal JL12A Normal,1,1,,,sinyal,YK,102,0
2130,YK-JL12A-CF-TE,EKR Aspek Contra Flow Sinyal JL12A Normal,Gangguan EKR Aspek Contra Flow Sinyal JL12A,1,1,1,0>1,sinyal,YK,102,1
2131,YK-JL12A-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal JL12A tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal JL12A Aktif,1,1,,,perintah,YK,102,2
2132,YK-JL12A-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL12A tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL12A Aktif,1,1,,,perintah,YK,102,3
2133,YK-JL12A-E-CTRL,Kombinasi Tombol TSD dan JL12A tidak Aktif,Kombinasi Tombol TSD dan JL12A Aktif,1,1,,,perintah,YK,102,4
2134,YK-JL22A-ECRF,ECR Sinyal JL22A Normal,Gangguan ECR Sinyal JL22A,1,1,1,0>1,sinyal,YK,102,5
2135,YK-JL22A-EKR-DI,Intensitas Cahaya (EKR) Sinyal JL22A Berkurang,Intensitas Cahaya (EKR) Sinyal JL22A Normal,1,1,,,sinyal,YK,102,6
2136,YK-JL22A-EK-TE,EKR Sinyal JL22A Normal,Gangguan EKR Sinyal JL22A,1,1,1,0>1,sinyal,YK,102,7
2137,YK-JL22A-CFEK-DI,Intensitas Cahaya (EKR) Aspek Contra Flow Sinyal JL22A Berkurang,Intensitas Cahaya (EKR) Aspek Contra Flow Sinyal JL22A Normal,1,1,,,sinyal,YK,102,8
2138,YK-JL22A-CF-TE,EKR Aspek Contra Flow Sinyal JL22A Normal,Gangguan EKR Aspek Contra Flow Sinyal JL22A,1,1,1,0>1,sinyal,YK,102,9
2139,YK-JL22A-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal JL22A tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal JL22A Aktif,1,1,,,perintah,YK,102,10
2140,YK-JL22A-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL22A tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL22A Aktif,1,1,,,perintah,YK,102,11
2141,YK-JL22A-E-CTRL,Kombinasi Tombol TSD dan JL22A tidak Aktif,Kombinasi Tombol TSD dan JL22A Aktif,1,1,,,perintah,YK,102,12
2142,YK-JL22A-F-CTRL,Kombinasi Tombol TUR Sinyal JL22A tidak Aktif,Kombinasi Tombol TUR Sinyal JL22A Aktif,1,1,,,perintah,YK,102,13
2143,YK-JL22A-F-RS,Route Stick TUR dari Sinyal JL22A tidak Aktif,Route Stick TUR dari Sinyal JL22A Aktif,1,1,,,Sinyal,YK,102,14
2144,YK-JL42A-ECRF,ECR Sinyal JL42A Normal,Gangguan ECR Sinyal JL42A,1,1,1,0>1,sinyal,YK,102,15
2145,YK-JL42A-EKR-DI,Intensitas Cahaya (EKR) Sinyal JL42A Berkurang,Intensitas Cahaya (EKR) Sinyal JL42A Normal,1,1,,,sinyal,YK,103,0
2146,YK-JL42A-EK-TE,EKR Sinyal JL42A Normal,Gangguan EKR Sinyal JL42A,1,1,1,0>1,sinyal,YK,103,1
2147,YK-JL42A-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal JL42A tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal JL42A Aktif,1,1,,,perintah,YK,103,2
2148,YK-JL42A-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL42A tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL42A Aktif,1,1,,,perintah,YK,103,3
2149,YK-JL42A-E-CTRL,Kombinasi Tombol TSD dan JL42A tidak Aktif,Kombinasi Tombol TSD dan JL42A Aktif,1,1,,,perintah,YK,103,4
2150,YK-JL52A-ECRF,ECR Sinyal JL52A Normal,Gangguan ECR Sinyal JL52A,1,1,1,0>1,sinyal,YK,103,5
2151,YK-JL52A-EKR-DI,Intensitas Cahaya (EKR) Sinyal JL52A Berkurang,Intensitas Cahaya (EKR) Sinyal JL52A Normal,1,1,,,sinyal,YK,103,6
2152,YK-JL52A-EK-TE,EKR Sinyal JL52A Normal,Gangguan EKR Sinyal JL52A,1,1,1,0>1,sinyal,YK,103,7
2153,YK-JL52A-CFEK-DI,Intensitas Cahaya (EKR) Aspek Contra Flow Sinyal JL52A Berkurang,Intensitas Cahaya (EKR) Aspek Contra Flow Sinyal JL52A Normal,1,1,,,sinyal,YK,103,8
2154,YK-JL52A-CF-TE,EKR Aspek Contra Flow Sinyal JL52A Normal,Gangguan EKR Aspek Contra Flow Sinyal JL52A,1,1,1,0>1,sinyal,YK,103,9
2155,YK-JL52A-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal JL52A tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal JL52A Aktif,1,1,,,perintah,YK,103,10
2156,YK-JL52A-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL52A tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL52A Aktif,1,1,,,perintah,YK,103,11
2157,YK-JL52A-E-CTRL,Kombinasi Tombol TSD dan JL52A tidak Aktif,Kombinasi Tombol TSD dan JL52A Aktif,1,1,,,perintah,YK,103,12
2158,YK-JL62A-ECRF,ECR Sinyal JL62A Normal,Gangguan ECR Sinyal JL62A,1,1,1,0>1,sinyal,YK,103,13
2159,YK-JL62A-EKR-DI,Intensitas Cahaya (EKR) Sinyal JL62A Berkurang,Intensitas Cahaya (EKR) Sinyal JL62A Normal,1,1,,,sinyal,YK,103,14
2160,YK-JL62A-EK-TE,EKR Sinyal JL62A Normal,Gangguan EKR Sinyal JL62A,1,1,1,0>1,sinyal,YK,103,15
2161,YK-JL62A-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal JL62A tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal JL62A Aktif,1,1,,,perintah,YK,104,0
2162,YK-JL62A-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL62A tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL62A Aktif,1,1,,,perintah,YK,104,1
2163,YK-JL62A-E-CTRL,Kombinasi Tombol TSD dan JL62A tidak Aktif,Kombinasi Tombol TSD dan JL62A Aktif,1,1,,,perintah,YK,104,2
2164,YK-JL72A-ECRF,ECR Sinyal JL72A Normal,Gangguan ECR Sinyal JL72A,1,1,1,0>1,sinyal,YK,104,3
2165,YK-JL72A-EKR-DI,Intensitas Cahaya (EKR) Sinyal JL72A Berkurang,Intensitas Cahaya (EKR) Sinyal JL72A Normal,1,1,,,sinyal,YK,104,4
2166,YK-JL72A-EK-TE,EKR Sinyal JL72A Normal,Gangguan EKR Sinyal JL72A,1,1,1,0>1,sinyal,YK,104,5
2167,YK-JL72A-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal JL72A tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal JL72A Aktif,1,1,,,perintah,YK,104,6
2168,YK-JL72A-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL72A tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL72A Aktif,1,1,,,perintah,YK,104,7
2169,YK-JL72A-E-CTRL,Kombinasi Tombol TSD dan JL72A tidak Aktif,Kombinasi Tombol TSD dan JL72A Aktif,1,1,,,perintah,YK,104,8
2170,YK-JL82A-ECRF,ECR Sinyal JL82A Normal,Gangguan ECR Sinyal JL82A,1,1,1,0>1,sinyal,YK,104,9
2171,YK-JL82A-EKR-DI,Intensitas Cahaya (EKR) Sinyal JL82A Berkurang,Intensitas Cahaya (EKR) Sinyal JL82A Normal,1,1,,,sinyal,YK,104,10
2172,YK-JL82A-EK-TE,EKR Sinyal JL82A Normal,Gangguan EKR Sinyal JL82A,1,1,1,0>1,sinyal,YK,104,11
2173,YK-JL82A-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal JL82A tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal JL82A Aktif,1,1,,,perintah,YK,104,12
2174,YK-JL82A-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL82A tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL82A Aktif,1,1,,,perintah,YK,104,13
2175,YK-JL82A-E-CTRL,Kombinasi Tombol TSD dan JL82A tidak Aktif,Kombinasi Tombol TSD dan JL82A Aktif,1,1,,,perintah,YK,104,14
2176,YK-JL92A-ECRF,ECR Sinyal JL92A Normal,Gangguan ECR Sinyal JL92A,1,1,1,0>1,sinyal,YK,104,15
2177,YK-JL92A-EKR-DI,Intensitas Cahaya (EKR) Sinyal JL92A Berkurang,Intensitas Cahaya (EKR) Sinyal JL92A Normal,1,1,,,sinyal,YK,105,0
2178,YK-JL92A-EK-TE,EKR Sinyal JL92A Normal,Gangguan EKR Sinyal JL92A,1,1,1,0>1,sinyal,YK,105,1
2179,YK-JL92A-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal JL92A tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal JL92A Aktif,1,1,,,perintah,YK,105,2
2180,YK-JL92A-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL92A tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan JL92A Aktif,1,1,,,perintah,YK,105,3
2181,YK-JL92A-E-CTRL,Kombinasi Tombol TSD dan JL92A tidak Aktif,Kombinasi Tombol TSD dan JL92A Aktif,1,1,,,perintah,YK,105,4
2182,YK-L11-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal L11 tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal L11 Aktif,1,1,,,perintah,YK,105,5
2183,YK-L11-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan L11 tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan L11 Aktif,1,1,,,perintah,YK,105,6
2184,YK-L20-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal L20 tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal L20 Aktif,1,1,,,perintah,YK,105,7
2185,YK-L21A-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal L21A tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal L21A Aktif,1,1,,,perintah,YK,105,8
2186,YK-L21A-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan L21A tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan L21A Aktif,1,1,,,perintah,YK,105,9
2187,YK-L21B-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal L21B tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal L21B Aktif,1,1,,,perintah,YK,105,10
2188,YK-L21B-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan L21B tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan L21B Aktif,1,1,,,perintah,YK,105,11
2189,YK-L51A-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal L51A tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal L51A Aktif,1,1,,,perintah,YK,105,12
2190,YK-L51A-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan L51A tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan L51A Aktif,1,1,,,perintah,YK,105,13
2191,YK-L51B-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal L51B tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal L51B Aktif,1,1,,,perintah,YK,105,14
2192,YK-L51B-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan L51B tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan L51B Aktif,1,1,,,perintah,YK,105,15
2193,YK-L30-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal L30 tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal L30 Aktif,1,1,,,perintah,YK,106,0
2194,YK-L32-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal L32 tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal L32 Aktif,1,1,,,perintah,YK,106,1
2195,YK-L40-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal L40 tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal L40 Aktif,1,1,,,perintah,YK,106,2
2196,YK-L80-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal L80 tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal L80 Aktif,1,1,,,perintah,YK,106,3
2197,YK-L100-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal L100 tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal L100 Aktif,1,1,,,perintah,YK,106,4
2198,YK-L102-RST-CTRL,Kombinasi Tombol Hapus Rute Sinyal Asal L102 tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Asal L102 Aktif,1,1,,,perintah,YK,106,5
